fname,summary
test_205,Jimmy Fox는 Mr. Fox에게 중형차를 예약했으나 차가 모두 나갔다고 말합니다. Mr. Fox는 Jimmy Fox를 위해 파란색 포드 포커스가 준비되어 있다고 설명합니다.
test_206,#Person1# 은 아빠가 서재에서 일하는 것을 알고 #Person2# 에게 카드게임을 부탁합니다.
test_207,"Ann은 Mr. Jones에게 오늘 오후 5시에 회계사와 회의가 있으며, 목요일에는 Ms. Von과 대화를 원한다고 말합니다."
test_208,"#Person2# 는 #Person1# 에게 세계 지도를 보고 있으며, 지도가 나라별로 표시되어 있지 않다고 설명합니다. #Person1# 은 #Person2# 의 지리 수업에 참석할 계획입니다."
test_209,#Person2# 는 #Person1# 에게 금연 방을 요청합니다.
test_210,"Bill은 John Sampson에게 젖어 있는 페인트에 손대지 말라고 주의를 줬지만, John Sampson은 표지판을 가지러 창고로 갔다."
test_211,#Person1# 과 #Person2# 는 다음 주에 다시 만나기로 약속합니다.
test_212,Bill과 Jim은 친구 Dick에 대해 이야기한다.
test_213,"#Person1# 은 #Person2# 에게 상사가 야근을 통제하고 있다고 말합니다. #Person2# 는 #Person1# 에게 보너스를 제안하지만, #Person1# 은 다른 직장을 찾지 못할까 봐 걱정합니다."
test_214,Lisa는 남편 Mark가 바람 피우고 있다는 것을 알게 되었다고 #Person1# 에게 말합니다. #Person1# 은 Mark가 두 달 전부터 다른 사람을 만나고 있다는 것을 알고 화가 났습니다.
test_215,#Person2# 는 #Person1# 에게 빨간 고기를 줄이고 식단을 정리하라고 조언합니다.
test_216,"#Person1# 은 #Person2# 에게 사랑을 고백하고, #Person2# 는 #Person1# 의 곁에 머물기를 원합니다."
test_217,#Person2# 는 #Person1# 에게 도서관 이용 방법을 안내합니다.
test_218,#Person1# 과 #Person2# 는 날씨에 대해 이야기하고 있습니다. #Person1# 은 #Person2# 에게 날씨가 좋으면 해변에 가자고 제안합니다.
test_219,#Person1# 은 #Person2# 에게 카메라를 잠시 보관하고 나중에 돌려주겠다고 제안합니다.
test_220,"#Person2# 는 대출 신청에 대한 정보를 얻기 위해 #Person1# 에게 도움을 요청합니다. #Person1# 은 대출 정책의 일반적인 조건을 설명하고, #Person2# 는 대출 승인 절차를 안내합니다."
test_221,"모니카는 #Person1# 의 발표에 감명을 받았고, #Person1# 은 그의 발표를 칭찬합니다."
test_222,"톰은 #Person1# 에게 내일 함께 뛰자고 제안하고, #Person1# 은 동의한다."
test_223,"#Person1# 은 #Person2# 에게 일본 레스토랑에 대해 문의합니다. #Person2# 는 일본 요리를 세트 코스로 제공하고, 고기 요리를 제공한다고 설명합니다."
test_224,Simpson 씨는 #Person1# 에게 목요일에 점심을 함께하자고 제안합니다.
test_225,"#Person1# 은 #Person2# 에게 데이트 상대와 레스토랑에 가자고 제안하고, #Person2# 는 그레이머시 타번을 추천합니다."
test_226,#Person1# 은 #Person2# 에게 팁을 제공하지 않습니다.
test_227,"#Person2# 는 #Person1# 에게 자신의 나라에서는 축구를 좋아하고, #Person1# 은 익스트림 스포츠를 좋아한다고 말합니다. #Person1# 은 #Person2# 에게 럭비를 좋아한다고 말합니다."
test_228,#Person2# 는 #Person1# 의 도움으로 핀란드 헬싱키로 가는 항공편을 예약합니다.
test_229,#Person1# 은 #Person2# 에게 플로리다로 디즈니 월드에 가자고 초대합니다.
test_230,#Person1# 은 #Person2# 에게 호주를 방문하고 싶다고 말합니다.
test_231,"Laura는 #Person1# 에게 헬스장에 가자고 제안하지만, #Person1# 은 운동하는 여자들이 남성들보다 더 많다고 말합니다. Laura는 #Person1# 에게 함께 헬스장에 가자고 제안합니다."
test_232,#Person2# 는 #Person1# 에게 로스앤젤레스에서 태어났고 뮌헨에서 살았다고 말합니다.
test_233,"#Person1# 은 #Person2# 의 새 정장을 칭찬하지만, #Person2# 는 그것이 좋은 거래라고 생각합니다."
test_234,"Ann은 Martha Bicycle Club의 회장이며, Martha Bicycle Club의 회장인 Robin을 인터뷰합니다. Robin은 Martha Bicycle Club의 회장이며, Martha B"
test_235,#Person1# 은 #Person2# 에게 아페리티프와 시그니처 칵테일을 주문합니다.
test_236,"Eric은 Gregory에게 점심을 먹으러 가자고 제안하지만, Gregory는 돈이 부족해서 거절한다."
test_237,#Person1# 은 #Person2# 에게 노르망디 상륙작전에 대한 정보를 요청합니다. #Person2# 는 #Person1# 에게 www.google.com에 가서 노르망디 상륙작전을 입력하라고 조언합니다.
test_238,#Person1# 은 #Person2# 에게 근육의 선명도를 위해 기계를 사용해보라고 조언합니다. #Person2# 는 근육이 불룩해지지 않기 위해 기계를 사용합니다.
test_239,#Person1# 은 #Person2# 에게 캠퍼스 내에 주차할 수 있는 주차 건물을 안내합니다.
test_240,Emily는 Susan에게 FICA와 SUI 세금의 정의와 주 소득세에 대해 설명합니다.
test_241,#Person1# 은 #Person2# 에게 자판기 구매 방법을 묻습니다. #Person2# 는 #Person1# 에게 슬롯에 돈을 넣으라고 조언합니다.
test_242,#Person1# 은 겨울 방학에 태국에 있는 여자친구를 만나러 가려고 합니다. #Person2# 는 #Person1# 에게 태국에 있는 여자친구가 있다고 말합니다.
test_243,케이트와 제임스는 새로 산 가구 세트에 대해 이야기한다. 케이트는 새 가구 세트를 마음에 들어 한다.
test_244,Bill은 #Person1# 에게 자신의 하루 운동 일정표를 설명합니다.
test_245,"마켓은 #Person1# 에게 과학 과목에 등록할 것을 제안하고, #Person1# 은 이에 동의합니다."
test_246,"Tim은 #Person1# 에게 환경 친화적인 삶을 사는 방법에 대해 이야기합니다. Tim은 과학 수업에서 환경 친화적인 삶을 살 수 있는 방법을 배웠으며, 학교에 있을 때 재활용 종이를 사용한다고 말합니다."
test_247,토니는 크리스마스가 다가오는데 모든 것이 잘 풀리지 않아 피곤하다고 #Person1# 에게 말합니다. #Person1# 은 토니에게 크리스마스 전에 아이들 선물을 파는 것이 불쾌한 일이라고 말합니다.
test_248,"Bill은 Sue에게 생일 파티를 위해 케이크를 먹어보라고 제안하지만, Sue는 다이어트 중이라 거절한다."
test_249,"#Person2# 는 여름 옷을 찾고 있으며, #Person1# 은 티셔츠와 어울리는 치마를 추천합니다."
test_250,#Person1# 은 #Person2# 의 예약 확인서를 확인하지 않았습니다.
test_251,#Person1# 은 #Person2# 에게 뷔페식 파티에서 어린애부터 어른까지 모두 참석했다고 말합니다.
test_252,#Person1# 은 #Person2# 에게 아들에게 나쁜 습관이 생겼다고 말합니다. #Person2# 는 #Person1# 에게 토니에게 애정과 인내심을 가지라고 조언합니다.
test_253,#Person1# 은 #Person2# 에게 친구 Julie와 Alex의 결혼 소식을 전합니다. #Person2# 는 #Person1# 에게 파티에 가자고 제안합니다.
test_254,#Person2# 는 #Person1# 의 도움을 받아 투표용지를 받습니다.
test_255,"#Person1# 은 #Person2# 에게 회사가 곧 인원 감축을 한다고 알린다. #Person2# 는 #Person1# 에게 조지가 아첨을 잘하고, 앤디가 사장님 처제와 잘 어울린다고 말한다. #Person1# 은 #Person2# 에게 마이클이 해고될까 걱정한다."
test_256,#Person2# 는 #Person1# 에게 중국 드라마 '중국식 이혼'을 보고 있다고 말합니다. #Person1# 은 #Person2# 에게 이혼율이 최근 몇 년 동안 증가했다고 설명합니다.
test_257,"#Person1# 은 Judy에게 예산에 대해 묻고, Judy는 교통비와 호텔비로 많은 돈을 소비해야 한다고 설명합니다."
test_258,#Person1# 은 #Person2# 에게 메리의 결혼 소식을 전합니다.
test_259,#Person1# 은 지갑을 잃어버려 #Person2# 에게 도움을 요청합니다. #Person2# 는 #Person1# 에게 책을 사고 주유소에 가자고 제안합니다.
test_260,#Person1# 은 #Person2# 에게 Murphy Music과 U-Tunes가 합병했다는 소식을 전합니다. #Person2# 는 그 소식을 믿기 어려워합니다.
test_261,조는 #Person1# 에게 새 조수를 만났지만 거만하다고 말합니다.
test_262,"Sarah는 회의가 잘 되지 않아 속상해하고 있다. #Person1# 은 회의 주제가 사무실 워크플로우 개선이었으며, 회의가 효율적이지 않았다고 설명한다. Sarah는 회의 주제가 짧고 간결하다고 조언한다."
test_263,#Person2# 는 #Person1# 에게 메카로 순례 가는 무슬림들을 소개합니다. #Person1# 은 #Person2# 에게 순례자 수를 제한하는 이유를 설명합니다.
test_264,"Ted는 Mike에게 Jenny를 좋아한다고 말하고, Mike는 Jenny에게 데이트 신청을 권유합니다."
test_265,#Person2# 는 #Person1# 에게 화가 났을 때 음악을 듣거나 운동을 하라고 제안합니다.
test_266,#Person1# 은 #Person2# 에게 뉴질랜드에 있는 가족에 대해 묻습니다. #Person2# 는 #Person1# 의 삼촌 Bill과 그의 딸인 Sarah를 소개합니다.
test_267,Stuart 씨는 #Person1# 의 도움으로 도시 마라톤에서 우승했습니다.
test_268,#Person2# 는 아이들과 아내를 위한 선물을 고르고 있습니다. #Person1# 은 #Person2# 에게 스니커즈와 DENY 브랜드를 추천합니다.
test_269,홍은 #Person1# 에게 영국으로 전화하기 위해 현지 SIM 카드를 사용해보라고 제안합니다.
test_270,"Mr. Brown은 한 달에 1,800위안을 받으며, #Person1# 은 #Person2# 의 능력과 경험에 따라 결정해 주겠다고 제안합니다."
test_271,#Person1# 과 Barry는 Barry의 형 Paul에 대해 이야기합니다. #Person1# 은 Barry가 정중하고 신중하며 수줍음이 많다고 생각합니다.
test_272,"#Person1# 은 파사디나나 아카디아에 있는 중간 크기의 집을 찾고 있으며, #Person2# 는 호수 근처의 전망 좋은 집을 추천합니다."
test_273,Grant 씨는 샘플을 두고 가기로 결정했습니다.
test_274,#Person2# 는 #Person1# 에게 PHS에서 Sons로 가는 직행 버스를 안내합니다.
test_275,Mr. Lee는 Mrs. Word를 집까지 태워다 주기로 했습니다.
test_276,#Person1# 은 #Person2# 에게 자켓과 셔츠를 벗고 침대에 누워 달라고 요청합니다. #Person2# 는 #Person1# 에게 어깨 엑스레이를 찍으라고 조언합니다.
test_277,설리는 호텔 로비 바에서 방으로 요금 청구할 때 사용했던 카드를 잃어버려 #Person1# 에게 도움을 요청합니다.
test_278,"#Person1# 은 #Person2# 에게 낮잠을 잘 자자고 제안하고, #Person2# 는 동의합니다."
test_279,#Person2# 는 #Person1# 의 도움으로 중국 음식을 주문합니다. #Person1# 은 #Person2# 에게 밸류 밀 두 개와 소고기를 추천합니다.
test_280,"#Person1# 과 #Person2# 는 필요한 식기를 챙기고, 필요한 식기를 챙기며 줄을 서고 있습니다."
test_281,"Lucy는 Stanley의 노래를 듣고 싶어 하지만, Stanley는 노래를 듣지 않습니다."
test_282,#Person1# 과 #Person2# 는 영화 상영의 개념을 바꿔야 한다고 생각합니다.
test_283,#Person1# 은 #Person2# 에게 봄에는 실크와 면 드레스를 추천합니다.
test_284,"Joshua는 #Person1# 에게 용돈 13달러를 주려고 하지만, #Person1# 은 은행이 닫혔을 것이라고 말합니다."
test_285,"#Person1# 은 #Person2# 에게 Mike의 파티 초대장을 받았는지 묻고, #Person2# 는 Mike에게 전화해 물어보겠다고 한다."
test_286,#Person1# 은 #Person2# 에게 소포를 우선우편으로 보내고 싶다고 요청합니다.
test_287,#Person2# 는 #Person1# 에게 지진이 세계에서 가장 무서운 자연재해라고 말합니다. #Person1# 은 #Person2# 에게 원촨 8.0 강진을 경험했다고 이야기합니다.
test_288,#Person1# 은 #Person2# 에게 장마가 곧 끝날 것이라고 말합니다.
test_289,#Person1# 과 배구 경기 후 #Person2# 에게 올림픽 기념품 가게에 가자고 제안합니다. #Person2# 는 #Person1# 에게 빨간 마스코트를 추천합니다.
test_290,#Person1# 은 #Person2# 의 도움으로 16인치 알루미늄 팬을 구매합니다.
test_291,#Person1# 과 #Person2# 는 퇴근 후 다시 일하러 가기로 했습니다.
test_292,#Person1# 은 Mr. Becker에게 워싱턴의 관료들이 그들의 직업을 좋아한다고 말합니다. Mr. Becker는 #Person1# 에게 많은 직책이 민간 업계와 비슷한 급여를 지급한다고 설명합니다.
test_293,"Pete는 Henry Johnson을 소개하고, Henry Johnson은 베이징 사무실에서 1년 넘게 일하고 있다고 설명합니다. Pete는 브루클린에서 태어나 브루클린에서 자랐다고 말합니다. Henry Johns"
test_294,"Julie는 Mr. Jones에게 지난 일요일부터 아팠다고 말합니다. Mr. Jones는 Julie가 식중독일 수 있다고 생각하지만, Julie는 괜찮다고 말합니다."
test_295,"Mike의 엄마는 Mike에게 음료수를 사오라고 요청하고, Mike는 이를 수락합니다."
test_296,"#Person1# 은 #Person2# 에게 베를린으로 가는 버스 여행에 대해 이야기합니다. #Person2# 는 버스가 불편하다고 느끼지만, #Person1# 은 괜찮다고 생각합니다."
test_297,"#Person2# 는 #Person1# 에게 여행과 사람 만나는 것을 좋아하며, 외국어 능력에 대해 이야기합니다."
test_298,에이미는 제니와 빌이 피크닉 초대를 해서 피크닉 초대를 받았다고 #Person1# 에게 말합니다. 에이미는 베이하이 공원에서 저녁을 먹고 산책하며 경치를 즐겼습니다.
test_299,Peter는 #Person1# 에게 정원에 물을 줘야 한다고 말합니다.
test_300,#Person1# 은 #Person2# 에게 긴급 회의를 빨리 소집할 것을 요청합니다.
test_301,#Person2# 는 #Person1# 의 도움으로 편지에 쓸 우표를 구매합니다.
test_302,Mr. Smith는 #Person1# 에게 항생제와 가려움증과 화끈거림을 완화할 크림을 처방합니다.
test_303,"#Person1# 은 #Person2# 의 가게에서 천 가지 이상의 중국식 손재품을 구매하고 싶어합니다. #Person2# 는 종이 공예품, 자수, 바틱을 추천합니다."
test_304,#Person1# 과 #Person2# 는 에펠탑에 대해 이야기합니다.
test_305,Brian은 #Person1# 에게 대학에서 영어를 배웠다고 말합니다.
test_306,#Person1# 은 초조해 보인다. #Person2# 는 #Person1# 에게 걱정하지 말라고 조언한다.
test_307,"#Person1# 은 #Person2# 에게 모든 것이 계획대로 진행되었다고 말하고, #Person2# 는 #Person1# 에게 경고하지 말라고 조언합니다."
test_308,#Person1# 과 #Person2# 는 John이 일주일에 7번 데이트하는 것에 대해 이야기한다.
test_309,"#Person1# 과 #Person2# 는 런던의 역사적인 도시에 대해 이야기합니다. #Person1# 은 넬슨 기념탑, 보우디카 동상, 엘리자베스 1세 여왕, 그리고 유명한 성과 감옥을 방문할 예정입니다."
test_310,"다니엘은 과학을 좋아하고, #Person1# 은 체육을 좋아합니다. #Person1# 은 과학에 흥미가 있으며, #Person2# 는 과학을 좋아합니다."
test_311,"#Person1# 은 #Person2# 에게 베이비 샤워를 요청하고, #Person2# 는 베이비 샤워를 준비합니다."
test_312,"#Person1# 은 중국에 관광하러 가고 싶어하지만, #Person2# 는 바빠서 갈 수 없다고 한다."
test_313,Tim과 Karren은 서로 인사를 나누고 가끔 만나기로 했다.
test_314,#Person1# 은 #Person2# 에게 어젯밤 Michael의 새 오토바이를 사고 싶다고 말합니다.
test_315,"#Person1# 은 #Person2# 에게 몇 개의 언어에 능숙하며, 영어와 프랑스어를 구사할 수 있다고 말합니다."
test_316,#Person1# 은 타일러의 여동생 낸시에게 전화를 걸어 그녀의 목소리를 전달합니다.
test_317,#Person1# 은 뉴욕행 비행기가 취소되었다고 알립니다. #Person2# 는 #Person1# 에게 내일 비행기를 예약해 달라고 요청합니다.
test_318,"#Person1# 과 #Person2# 는 점심을 먹으러 버거 퀸에 가기로 했습니다. #Person1# 은 치즈버거를 좋아하고, #Person2# 는 밀크셰이크를 좋아합니다. #Person1# 은 #Person2# 에게 인내심을 가지라고 조언합니다."
test_319,#Person1# 은 #Person2# 에게 초과 수하물 요금 지불을 안내합니다.
test_320,"#Person1# 은 목이 말라 탄산음료를 마시고 싶어 하지만, #Person2# 는 탄산음료가 건강에 좋지 않다고 설명합니다."
test_321,Wang Miao는 AB 회사의 Wang Miao에게 Mr. Green과의 약속에 대해 문의합니다.
test_322,#Person1# 은 30 사이즈의 에나멜 가죽 구두를 구매합니다.
test_323,"Benjamin은 프로젝트 보고서를 어떻게 작성해야 할지 고민하고 있다. #Person1# 은 Benjamin에게 프로젝트 보고서를 어떻게 작성해야 할지 묻고, Benjamin은 마이크로소프트 워드를 잘 알지 못한다."
test_324,Marty는 #Person2# 의 도움으로 중간 크기 피자를 주문합니다.
test_325,"#Person1# 은 #Person2# 에게 새우 칵테일과 계란 수프, 미네랄 워터를 주문합니다."
test_326,#Person2# 는 #Person1# 에게 주방과 주방이 현대적이라고 설명합니다.
test_327,#Person2# 는 #Person1# 의 가게에서 개인 스테레오를 구매했으나 #Person1# 의 가게에서 큰 스크래치가 났습니다. #Person1# 은 #Person2# 에게 소음을 듣지 못한다고 설명합니다. #Person2# 는 #Person1# 에게 영수증을 요청합니다.
test_328,"#Person2# 는 기숙사 보증금을 아직 납부하지 않았습니다. #Person1# 은 #Person2# 에게 기숙사 방을 추천하며, #Person2# 는 #Person1# 에게 도서관에서 공부하라고 제안합니다."
test_329,#Person2# 는 #Person1# 에게 오래된 동화책을 보여주며 그 책을 사서 도서관에서 그 이름을 찾아보라고 제안합니다.
test_330,#Person1# 은 #Person2# 에게 베이징 맛집을 안내합니다. #Person2# 는 창가 쪽 테이블만 가능하다고 안내합니다. #Person1# 은 20분 후에 음식을 준비할 예정입니다.
test_331,"#Person1# 은 아들에게 편지를 보내고 싶어 하며, #Person2# 는 #Person1# 에게 등기 우편과 배달 증명 우편을 추천합니다."
test_332,Sally와 John은 결혼 후 처음으로 Tom의 편지에 대해 이야기한다.
test_333,#Person1# 은 과제를 컴퓨터로 해야 한다고 #Person2# 에게 말합니다.
test_334,#Person1# 과 #Person2# 는 이번 주말에 소풍을 가기로 결정합니다.
test_335,#Person1# 은 #Person2# 에게 참고 자료 데스크에서 일반 정보를 찾는 방법을 안내합니다.
test_336,#Person1# 은 프렌치 가든 레스토랑에서 #Person2# 에게 음료 주문을 요청합니다.
test_337,#Person1# 은 #Person2# 에게 레모네이드와 베이비백 립스를 주문합니다.
test_338,"#Person1# 은 #Person2# 에게 물, 커피, 디저트를 요청합니다."
test_339,#Person1# 은 #Person2# 에게 Eric이 데이트를 신청하면 복권에 당첨되어 세계 여행 티켓 두 장을 구매할 것이라고 말합니다.
test_340,"#Person1# 은 Jack의 새로운 애완동물 사진을 칭찬하고, Jack은 그 사진이 귀엽다고 말합니다."
test_341,"#Person1# 은 #Person2# 에게 Jane 이모가 Tom에게 새 자전거를 사줬다고 말합니다. #Person2# 는 Tom의 자전거가 얌전하다고 생각하지만, #Person1# 은 버스가 아직 오지 않아 걱정합니다."
test_342,#Person2# 는 #Person1# 의 도움으로 최신 유행의 치마를 구매합니다.
test_343,#Person2# 는 #Person1# 에게 #Person2# 의 도시가 200년 전에 작은 마을에 불과했다고 설명합니다. #Person2# 는 #Person1# 에게 펍으로 남아 있는 마을에 대해 이야기합니다.
test_344,#Person1# 과 #Person2# 는 환경 문제를 해결하기 위해 세계 지도자들이 모여 행동 계획에 합의하기를 희망합니다. #Person1# 은 환경 보호를 위한 조직에 가입하는 것을 제안합니다.
test_345,#Person1# 은 #Person2# 에게 채팅방에서 사람들과 대화하는 데 많은 시간을 보내고 있다고 말합니다. #Person2# 는 #Person1# 이 미스 라이트라고 생각하는 남자를 만났다고 생각합니다.
test_346,Nathan은 #Person1# 에게 여름 방학 동안 시카고에 실습 가게 될 것이라고 말합니다. Nathan은 #Person1# 에게 대도시에서 잘할 수 있을 것이라고 안심시킵니다.
test_347,#Person2# 는 토요타 카롤라를 빌리기 위해 #Person1# 의 도움을 받습니다.
test_348,"#Person1# 은 다음 주 뉴욕에서 비즈니스 계약을 체결할 예정이며, #Person2# 는 뉴욕의 대학들을 추천합니다."
test_349,#Person1# 은 #Person2# 에게 필름을 현상해 달라고 요청합니다.
test_350,#Person1# 은 #Person2# 에게 비행기 지연에 대해 문의합니다. #Person2# 는 폭우로 인해 지연되었다고 설명합니다. #Person1# 은 최신 기상 예보에 따라 날씨가 변할 것이라고 말합니다.
test_351,#Person1# 은 #Person2# 에게 북경대학으로 가는 길을 묻습니다.
test_352,#Person1# 은 #Person2# 에게 오늘과 내일의 날씨에 대해 이야기합니다.
test_353,"#Person1# 은 컴퓨터 게임을 싫어하지만, #Person2# 는 컴퓨터 게임을 좋아합니다."
test_354,"Jim은 #Person1# 에게 저녁에 맥주를 마시자고 제안하고, #Person1# 은 이에 동의한다."
test_355,#Person1# 과 #Person2# 는 새우찜과 와인을 주문합니다.
test_356,#Person2# 는 #Person1# 에게 외국인 관광객 몇 명을 안내한 경험이 있다고 말합니다.
test_357,Jack은 더블룸을 3박 예약했습니다.
test_358,마크는 데이빗의 생일 파티에 참석하지 않았습니다. 마크는 #Person1# 에게 데이빗의 부인이 어젯밤에 딸을 낳았다고 말합니다.
test_359,"#Person1# 은 #Person2# 에게 내일 밤 함께 극장에 가자고 제안하지만, #Person2# 는 거절합니다."
test_360,#Person2# 는 #Person1# 에게 Cal Ripken의 홈런으로 5 대 4로 역전했다고 말합니다. #Person1# 은 볼티모어가 이기고 있다고 생각합니다.
test_361,#Person1# 은 #Person2# 의 도움에 감사를 표합니다.
test_362,"#Person2# 는 #Person1# 에게 자신의 나라는 천연자원을 수출하며, 베네수엘라에서 일부 석유를 수입하고 있다고 설명합니다. #Person1# 은 #Person2# 에게 장기 프로젝트에 투자하라고 조언합니다."
test_363,"#Person1# 은 #Person2# 에게 미술 전시회에 가는 것을 좋아한다고 말하고, #Person2# 는 미술관에 가는 것을 좋아합니다. 그들은 내일 국립 미술관에서 열리는 그리스와 로마 조각 전시회에 함께 가기로 합니다."
test_364,#Person2# 는 #Person1# 의 도움으로 책을 반납하고 비디오를 대출합니다.
test_365,#Person1# 은 #Person2# 에게 10프레임으로 구성된 볼링 게임을 소개합니다.
test_366,"#Person2# 는 #Person1# 에게 새로운 서비스에 대해 설명하고, #Person1# 은 #Person2# 에게 맞춤형 상담 서비스를 제공합니다."
test_367,#Person1# 은 #Person2# 에게 짐을 맡길 수 있는 장소와 보증금에 대해 문의합니다.
test_368,#Person2# 는 #Person1# 에게 어른 두 명과 아이 한 명이 뷔페를 이용한다고 설명합니다.
test_369,#Person2# 는 #Person1# 에게 해외 유학 개인 대출과 나이 제한에 대해 설명합니다.
test_370,#Person1# 은 #Person2# 에게 영어 노래가 있는 책을 추천합니다.
test_371,#Person2# 는 #Person1# 에게 자신의 신문사에 지원한 이유를 설명합니다.
test_372,잭은 #Person1# 에게 인터뷰 결과를 직접 물어보라고 제안합니다. #Person1# 은 이메일 보내는 것을 제안합니다.
test_373,#Person2# 는 #Person1# 에게 마당으로 가는 길을 안내합니다.
test_374,"#Person1# 은 #Person2# 에게 호텔에서 40분 정도 체크아웃할 것을 권하지만, #Person2# 는 보증금이 부족하다고 말합니다."
test_375,브랜든은 #Person1# 에게 새로운 웹사이트에 가입하여 글쓰기 실력을 향상시키고 있다고 말합니다. #Person1# 은 #Person2# 에게 컴퓨터를 꺼버릴 것이라고 말합니다.
test_376,"#Person1# 은 #Person2# 에게 교장 선생님이 새 실험실 건물을 지으실 것이라고 말하고, #Person2# 는 그 계획이 가능하다고 생각합니다."
test_377,Henry는 #Person1# 에게 은행에서 받은 신용카드를 사용하게 된 과정을 설명합니다.
test_378,Mr. Smith는 #Person1# 에게 내일 산간 지역의 마을을 방문하고 싶다고 말합니다.
test_379,Vet은 #Person1# 에게 자신이 치어리더가 되고 싶지만 자유를 잃었다고 말합니다. #Person1# 은 Vet에게 어린 시절을 보내라고 조언합니다.
test_380,#Person2# 는 #Person1# 에게 열 살 때 우표 수집에 관심을 가지게 된 계기와 처음 우표에 그려진 그림에 대해 설명합니다.
test_381,"Tom은 #Person1# 에게 자신의 회사를 소유하고 싶다고 말합니다. 그의 가족은 부다페스트를 떠나 캐나다에 정착했으며, #Person1# 은 그의 생활에서 녹색을 강조합니다."
test_382,#Person1# 은 #Person2# 에게 네즈든의 보행자 지하도에서 발견된 40대 남성의 사망 사건을 설명합니다. #Person2# 는 그 남자가 새벽 1시 30분에 네즈든 레인에 있는 술집인 레벨 원 클럽을 떠났을 가능성을 제기합니다.
test_383,"Bob과 Sherry는 친구 결혼식에 참석하기 위해 퀘벡에 가기로 했다. Bob은 퀘벡 시티를 방문하고 싶어하며, Sherry는 퀘벡 시티를 추천한다."
test_384,"톰은 제인에게 학생 센터에 수영하러 가자고 제안하지만, 제인은 시험 준비로 인해 거절한다."
test_385,"#Person1# 은 허리가 아프다고 말하며, #Person2# 는 약을 복용하라고 조언합니다."
test_386,"#Person1# 은 #Person2# 에게 200위안을 빌려달라고 요청하고, #Person2# 는 이를 수락합니다."
test_387,#Person1# 은 글씨를 더 잘 쓰고 싶어서 몇 주 동안 연습했지만 변화가 없었습니다. #Person2# 는 #Person1# 에게 끈기를 가지라고 조언합니다.
test_388,#Person1# 은 속눈썹을 올리고 있는 #Person2# 에게 속눈썹 컬러에 겁먹었다고 말합니다.
test_389,"#Person1# 은 #Person2# 에게 운전 강좌에 대해 문의합니다. #Person2# 는 주말에 운전 강좌를 진행하며, 강사들을 소개합니다."
test_390,"티나는 #Person1# 에게 7살 때 피아노를 시작했으며, 매주 토요일 그 선생님을 방문한다고 말합니다."
test_391,"#Person1# 은 #Person2# 에게 자신의 강점, 약점, 교육에 대해 묻습니다. #Person2# 는 #Person1# 에게 배우는 과정이 중요하다고 말합니다."
test_392,Stephanie는 몸이 좋지 않다. George는 Miss Jenkins에게 이야기하여 금요일 아침까지 보고서를 제출할 것을 제안한다.
test_393,"David와 #Person1# 은 크리스마스 계획에 대해 이야기한다. David는 뉴욕에서 크리스마스를 보내자고 제안하고, #Person1# 은 이에 동의한다."
test_394,"Bob은 지난 주말 댄스 파티에 참석했고, #Person1# 은 토요일 아침에 TV를 보고 일요일에는 쇼핑을 했습니다."
test_395,"#Person1# 은 #Person2# 에게 50달러를 빌려달라고 요청합니다. #Person2# 는 직장을 구하고 있으며, #Person1# 은 #Person2# 에게 행운을 빕니다."
test_396,#Person1# 은 #Person2# 에게 레스토랑에서 모든 손님에게 재킷과 넥타이를 착용해 달라고 요청합니다. #Person2# 는 회의 시간을 9시 30분으로 변경합니다.
test_397,#Person1# 은 #Person2# 에게 휴양 캠프에 대해 묻습니다. #Person2# 는 #Person1# 에게 여러 가지 활동을 설명합니다.
test_398,#Person1# 은 #Person2# 에게 대학 입학 요건에 대해 묻습니다. #Person2# 는 직장을 그만두고 컴퓨터 프로그래밍을 전공하고 싶어합니다.
test_399,#Person1# 은 #Person2# 에게 클락 교수님이 나무를 들이받아 며칠 학교를 빠져야 한다고 알립니다.
test_400,#Person1# 은 집주인과 수리 비용 문제로 갈등을 겪고 있습니다. #Person2# 는 집주인이 집주인에게 전화를 걸어 수리 비용을 지불하지 않겠다고 약속합니다.
test_401,#Person2# 는 #Person1# 의 도움을 받아 도쿄에서 온 수출 L/C를 수령합니다.
test_402,Myrdal은 Charlie에게 지갑을 잃어버렸다고 말합니다. Charlie는 지갑이 사라졌다고 생각합니다.
test_403,#Person1# 은 #Person2# 에게 번갈아가며 설거지를 하자고 제안합니다.
test_404,"#Person1# 은 #Person2# 에게 사랑을 고백하고, #Person2# 는 #Person1# 을 사랑한다고 말합니다."
test_405,"#Person1# 과 #Person2# 는 정부가 많은 사회 문제를 겪고 있으며, 실업이 사회 문제를 일으키고 있다고 생각합니다."
test_406,#Person1# 은 #Person2# 에게 가면무도회 파티에 어울리는 의상을 고르라고 제안합니다. #Person2# 는 #Person1# 에게 쇼핑을 제안합니다.
test_407,"#Person1# 은 #Person2# 에게 춤추러 가자고 제안하고, #Person2# 는 디스코 댄스를 좋아합니다."
test_408,"#Person1# 은 농장을 갖고 싶어 하고, #Person2# 는 농장 운영이 #Person1# 의 일과는 완전히 다르다고 생각합니다. #Person1# 은 농장에서 일하면서 휴가를 보내는 것을 제안합니다."
test_409,"#Person2# 는 #Person1# 에게 하이네켄과 버드 반 파인트, 에피타이저를 주문합니다."
